안녕?	0
검은색 바지 31사이즈 주문해줘	1
빨간색 치마 66사이즈 주문해줘	1
파란색 와이셔츠 M사이즈 주문해줘	1
반가워	0
포켓몬 대시의 출시를 발표한 기자회견은 몇 년도인가?	2
하이	0
검은색 바지 30사이즈 주문해줘	1
빨간색 치마 66사이즈 주문해줘	1
일본의 항복으로 끝난 전쟁은?	2
유럽의 대항해 시대에 로마 가톨릭교황이 스페인과 포르투갈 국왕에게 부여한 로마 가톨릭교회를 보호하는 권한은?	2
김옥주와 송영이 부른 남한 가요 제목은?	2
안녕?	0
노란색 티셔츠 L사이즈 주문해줘	1
노란색 티셔츠 S사이즈 주문해줘	1
브라운 점퍼 작은사이즈 주문해줘	1
내외장을 리뉴얼한 차량이 등장한 연도는?	2
빨간색 치마 55사이즈 주문해줘	1
히로인이 총독에게 대항하다가 구금되는 처벌을 받은 장소는?	2
하이루	0
케플러의 아버지는 케플러가 몇 살 때 집을 나갔는가?	2
오랜만	0
디스워오브마인이 겨울에서 시작할 경우 몇 층에 난로가 이미 설치돼 있나? 	2
빨간색 치마 66사이즈 주문해줘	1
자민당과 사회당이 연릭하여 수립한 내각은?	2
검은색 바지 30사이즈 주문해줘	1
뉴질랜드에서 오스트레일리아까치는 언제까지 법으로 보호되었나?	2
아이비의 곡 중 베토벤의 엘리제를 위하여를 샘플링하여 대박을 터뜨린 곡 이름은?	2
파란색 와이셔츠 L사이즈 주문해줘	1
강훈은 신세계 그룹 공채로 몇년도에 입사했는가?	2
반가워요	0
노란색 티셔츠 L사이즈 주문해줘	1
브라운 잠바 중간사이즈 주문해줘	1
공기제동은 중련 총괄 제어 운전에 대응하기 위해 어떤 방식으로 변경하는가?	2
뭐하세요?	0
DNA 가 유전 물질이며 유전 정보를 전달함이 발견된 연도는?	2
안녕하세요	0
안녕?	0
아우구스투스가 죽은 후에 로마제국에서는 그를 어떤 위치로 바라보았는가?	2
검은색 바지 30사이즈 주문해줘	1
쑨원이 중국혁명동맹회를 결성한 해는 언제인가?	2
빨간색 치마 66사이즈 주문해줘	1
반가워요	0
오랜만	0
빨간색 치마 55사이즈 주문해줘	1
다른 매체에 비해 낮은 점수를 준 나단 뫼니에는 무엇이 부족하다고 비평했는가?	2
헬로~	0
로즈교수에 의하면 무엇의 뇌가 인관의 뇌와는 많이 다르다고 하였는가?	2
검은색 바지 32사이즈 주문해줘	1
사이퍼즈에서 일정시간동안 효과를 내며 시간이 지나면 효과가 사라지는 것은?	2
이중 국적을 가진 아유가 국가대표로 더 선호한 나라는?	2
검은색 바지 31사이즈 주문해줘	1
반가워요	0
노란색 티셔츠 M사이즈 주문해줘	1
NC 다이노스와의 트레이드에서 넥센이 데려온 투수의 이름은?	2
하이루	0
브라운 점퍼 작은사이즈 주문해줘	1
노란색 티셔츠 M사이즈 주문해줘	1
검은색 바지 31사이즈 주문해줘	1
노란색 티셔츠 M사이즈 주문해줘	1
올림픽공원 체조경기장에서 공연 도중 발목 인대를 다치는 부상을 당한 카라의 멤버는?	2
브라운이 세드나를 극초기 태양계의 화석이라 지칭한 해는?	2
브라운 잠바 중간사이즈 주문해줘	1
훈민정음 해례본은 대한민국 국보 제 몇 호로 지정되었는가?	2
몇 명의 공무원이 당연퇴직에 해당하는 형을 선고받았나?	2
브라운 점퍼 작은사이즈 주문해줘	1
브라운 잠바 중간사이즈 주문해줘	1
흑인들의 권리가 향상되었던 시기는?	2
파란색 와이셔츠 L사이즈 주문해줘	1
검은색 바지 30사이즈 주문해줘	1
파란색 와이셔츠 S사이즈 주문해줘	1
스마트 트랙의 중간 보고서가 나올 것이라고 전망하는 날짜는?	2
오랜만	0
잠시 시간 괜찮아?	0
잘 지냈니?	0
빨간색 치마 44사이즈 주문해줘	1
네버윈터 나이츠의 오리지널 캠페인은 짧은 서장과 몇 개의 장으로 구성되어있나?	2
한국에 대한 중국의 경제보복은 어느 나라에게 더 큰 타격이 될 수 있나?	2
빨간색 치마 44사이즈 주문해줘	1
브라운 점퍼 작은사이즈 주문해줘	1
존 볼리의 아내 이름은?	2
시드니 올림픽에서 얻은 메달은?	2
빨간색 치마 55사이즈 주문해줘	1
파란색 와이셔츠 M사이즈 주문해줘	1
파란색 와이셔츠 M사이즈 주문해줘	1
노란색 티셔츠 L사이즈 주문해줘	1
안녕?	0
저기요	0
검은색 바지 30사이즈 주문해줘	1
노란색 티셔츠 S사이즈 주문해줘	1
아크레 공방전에서 중상을 입은 구호기사단장이 도피한 곳은? 	2
파란색 와이셔츠 L사이즈 주문해줘	1
올림픽에서 다른 물질을 넣어 만튼 금메달의 경우 순금은 반드시 몇 g 이상 함유하여야 하는가?	2
검은색 바지 32사이즈 주문해줘	1
반갑습니다.	0
검은색 바지 31사이즈 주문해줘	1
오랜만	0
나카모리 동생 중 교통사고를 당해 장애를 입은 사람은?	2
빨간색 치마 55사이즈 주문해줘	1
노란색 티셔츠 L사이즈 주문해줘	1
반가워요	0
류준열이 양게 역할을 맡은 독립장편영화의 제목은 무엇인가?	2
빨간색 치마 44사이즈 주문해줘	1
브라운 잠바 중간사이즈 주문해줘	1
저기요	0
비트겐슈타인보다 두 살 위의 누나에게 피아노를 가르쳤던 음악가는?	2
물어볼께 있는데...	0
반가워요	0
인스타그램에 솔로데뷔 앨범으로 추정되는 사진을 올린 사람은?	2
노란색 티셔츠 L사이즈 주문해줘	1
압축공기를 동력으로 한 자동추진 어뢰를 발명한 사람은? 	2
남에 대한 허위 사실을 유포하는 것은?	2
노란색 티셔츠 S사이즈 주문해줘	1
스핏볼이 금지되었던 해는?	2
빨간색 치마 55사이즈 주문해줘	1
반가워요	0
파란색 와이셔츠 L사이즈 주문해줘	1
정안대군의 이름은?	2
반가워	0
빨간색 치마 66사이즈 주문해줘	1
잠시 시간 괜찮아?	0
안녕하세요	0
히데요시에를 이어 하시바 종가의 당주가 된 사람은?	2
블레이크 라이블리가 드라마 가십걸에서 맡은 역할의 이름은 무엇인가? 	2
로마군이 게르만에게 전멸당하며 참패를 당한 곳은 어디인가?	2
저기요	0
뉴욕의 공립학교 시스템을 운영 하는 곳은?	2
하이루	0
헬로~	0
저기요	0
파란색 와이셔츠 S사이즈 주문해줘	1
잘 지냈니?	0
노란색 티셔츠 M사이즈 주문해줘	1
반가워요	0
하이	0
노란색 티셔츠 L사이즈 주문해줘	1
나의 투쟁은 누구의 책인가?	2
브라운 점퍼 작은사이즈 주문해줘	1
저기요	0
저기요	0
저기요	0
무라야마 미노루는 무라타 조지에게 공을 몇 시간 동안 쥐고 있으라는 조언을 하였는가?	2
하르툼 정권이 남부의 반군과 치른 두 번의 내전에서 사망자 수는 최소 몇 명인가?	2
노란색 티셔츠 M사이즈 주문해줘	1
빨간색 치마 44사이즈 주문해줘	1
반가워	0
페스카마호 사건이 일어난 연도는?	2
물어볼께 있는데...	0
파란색 와이셔츠 S사이즈 주문해줘	1
반가워요	0
해달의 젖에 풍부한 것은?	2
반가워	0
스테이지에서 튀어나오는 중간보스를 통해서 얻을 수 있는 능력은?	2
코라의 삼촌은 어느 부족의 족장인가?	2
누켈라비가 원형으로 보이는 크노겔비는 어떤 방언에서 쓰는 말인가?	2
물어볼께 있는데...	0
뭐하세요?	0
파란색 와이셔츠 M사이즈 주문해줘	1
헬로~	0
브라운 잠바 중간사이즈 주문해줘	1
김대중의 신 한일어업협정을 비판한 제성호의 이념 계열은 무엇인가?	2
하이루	0
김대중의 신 한일어업협정을 비판한 제성호의 이념 계열은 무엇인가?	2
가니메데 행성에 대기권이 존재하고 산소가 존재한다는 것은 무엇을 의미하는 가?	2
노란색 티셔츠 S사이즈 주문해줘	1
소련의 참전 사실을 비밀에 부치기로 지시한 미국의 대통령은 누구인가?	2
한 국가의 문화재는 그 문화재를 창조한 국가에 귀속한다는 개념을 말하는 것은?	2
반가워	0
의학단 운동은 누가 주체가 되어 일어났는가?	2
검은색 바지 32사이즈 주문해줘	1
이집트 창조신화에 나오는 언덕을 상징하는 건축물은?	2
크리스토퍼 오의 소속 언론은?	2
북측 예술단이 첫 무대를 선보인 도시는 어디인가?	2
무라타가 진학한 고등학교의 이름은 무엇인가?	2
미뤄진 믹스테잎 발매일은?	2
답을 쓸 때 격률이 엄격히 규정된 무엇으로 하여야 했는가?	2
검은색 바지 32사이즈 주문해줘	1
헬로~	0
파란색 와이셔츠 M사이즈 주문해줘	1
뭐하세요?	0
펜들턴 워드와 리베카 슈거가 직접 부른 곡명은 무엇인가?	2
표창원 교수가 경찰대학의 정교수가 된 시기는 ?	2
노란색 티셔츠 M사이즈 주문해줘	1
로버트 오웬 노동 공동체의 종교는?	2
브라운 잠바 중간사이즈 주문해줘	1
노란색 티셔츠 L사이즈 주문해줘	1
파란색 와이셔츠 S사이즈 주문해줘	1
노란색 티셔츠 S사이즈 주문해줘	1
구데리안의 기갑사단이 연합군 전선에 구멍을 뚫은 시기는 몇 년도인가요?	2
미국의 팔루자 반군 소탕작전이 진행된 기간은?	2
하이루	0
브라운 잠바 중간사이즈 주문해줘	1
오랜만이야	0
이휘소가 학과장 등의 추천으로 진학한 대학원은?	2
후안 우리베를 스카웃한 사람은?	2
철새보호법이 없어 유럽찌르레기의 둥지와 알을 부수거나 새끼와 성체를 죽여도 법적으로 문제가 없는 나라는 어디인가?	2
브라운 잠바 중간사이즈 주문해줘	1
초등학생이었던 후루야 히데오에게 야구를 권유한 인물은 누구인가?	2
하이루	0
헬로~	0
류근철이 어린 시절 고물장수로부터 받은 돈으로 책을 주문한 나라는?	2
빨간색 치마 55사이즈 주문해줘	1
마이클 케이타는 어느 나라의 역사학자인가?	2
노란색 티셔츠 M사이즈 주문해줘	1
검은색 바지 30사이즈 주문해줘	1
검은색 바지 32사이즈 주문해줘	1
파란색 와이셔츠 M사이즈 주문해줘	1
헌법에 위배되는 법안을 무효화 시킬 수 있는 연방 대법원의 권리는 무엇인가?	2
극 중 거트루드의 방에서 말다툼을 하는 장면에서 융단 뒤에 숨어있던 사람은 누구인가?	2
광촉매 물질은 어떤 빛을 이용할 수 있는 물질이어야 하나?	2
이태곤이 자신의 무명 시절 일화를 얘기하며 최진실에 대한 고마움을 얘기했던 MBC의 프로그램 이름은?	2
반가워	0
하이	0
물어볼께 있는데...	0
검은색 바지 31사이즈 주문해줘	1
컴퓨터내에 오랜 기간 살아있음으로 비난 받은 것은? 	2
잘 지냈니?	0
납작 엎드려서 다소 비굴한 소리를 내고 날개깃을 파닥거리는 것은 어떤 의미인가?	2
레이디스 코드 멤버들이 교통사고를 당한 고속도로는?	2
파란색 와이셔츠 L사이즈 주문해줘	1
저기요	0
안녕?	0
Single Ladies 뮤직비디오에 나오는 비욘세의 또 다른 자아는?	2
노란색 티셔츠 S사이즈 주문해줘	1
잠시 시간 괜찮아?	0
브라운 점퍼 작은사이즈 주문해줘	1
노란색 티셔츠 S사이즈 주문해줘	1
리즈 위더스푼이 결혼생활 문제로 상담을 받은 사실이 알려진 것은 어느 해인가? 	2
뭐하세요?	0
세드나가 자신의 궤도 주변을 청소할 수 있는지 판단하는 변수의 값의 범위는 무엇인가?	2
그리마의 가장 무서운 천적은 무엇인가?	2
검은색 바지 32사이즈 주문해줘	1
오스트레일리아까치가 인간과 가까이 살면 흉내낼 수 있는 말은?	2
노란색 티셔츠 S사이즈 주문해줘	1
중공이 신해혁명을 폄하하고자 부르는 명칭은?	2
파란색 와이셔츠 M사이즈 주문해줘	1
빨간색 치마 44사이즈 주문해줘	1
파란색 와이셔츠 M사이즈 주문해줘	1
물어볼께 있는데...	0
하지원과 색즉시공에서 함께 공연한 배우는 누구인가?	2
성경에서 험한 암벽으로 둘러싸인 천연 요새지를 부르는 말은?	2
노란색 티셔츠 M사이즈 주문해줘	1
안녕?	0
우라노스를 거세시키고 신들의 지배자가 된 가이아의 자식은 누구인가?	2
저기요	0
빨간색 치마 44사이즈 주문해줘	1
검은색 바지 30사이즈 주문해줘	1
칼리스토의 지각 아래 존재할 것으로 추측하는 것은?	2
젝스키스 멤버 전원이 출연한 영화는?	2
오랜만이야	0
르네에게 필즈상을 안겨준 이론은?	2
두툽상어 눈의 형태는?	2
브라운 잠바 중간사이즈 주문해줘	1
뭐하세요?	0
유로파가 목성의 자기장이 살짝 변형된 형태인 자기 모멘트를 가지고 있음을 발견한 탐사선은?	2
이기붕을 수학여행에 데려가는 것을 망설인 사람은?	2
조식이 선조의 하사품에 답례품으로 올린 것은?	2
뭐하세요?	0
안녕하세요	0
유로파가 목성의 자기장이 살짝 변형된 형태인 자기 모멘트를 가지고 있음을 발견한 탐사선은?	2
오랜만	0
김규식의 어머니는 언제 돌아가셨나?	2
빨간색 치마 66사이즈 주문해줘	1
오랜만	0
이종욱이 태극마크를 처음으로 달고 출전했던 아시아청소년 야구 선수권 대회는 어디에서 열렸나?	2
지나가 현아와 함께한 프로젝트 앨범 이름은? 	2
검은색 바지 32사이즈 주문해줘	1
비트겐슈타인보다 두 살 위의 누나에게 피아노를 가르쳤던 음악가는?	2
파란색 와이셔츠 M사이즈 주문해줘	1
노란색 티셔츠 L사이즈 주문해줘	1
카이퍼가 낙관적인 문화관을 주장하였다고 평가한 사람은 누구인가?	2
안녕하세요	0
반가워	0
목표설정을 통한 직무만족은 무엇으로 연결되나?	2
Single Ladies 뮤직비디오에 나오는 비욘세의 또 다른 자아는?	2
조지아의 문법상 성별이 없는 용어인 메페는 뭐라고 번역될까?	2
파란색 와이셔츠 L사이즈 주문해줘	1
파란색 와이셔츠 L사이즈 주문해줘	1
김고은은 범죄 스릴러 영화 몬스터에서 어떤 역할을 맡았나?	2
브라운 잠바 중간사이즈 주문해줘	1
하이루	0
반가워요	0
청군을 상대로 기습적으로 하노이를 공격하여 승리하였으나 결국 조공국이 된 베트남의 왕조는?	2
골드베어 시리즈가 만들어진 연도는 언제인가?	2
신경독소의 표적이 되는 신경근육 부위는 어디인가?	2
헬로~	0
파란색 와이셔츠 S사이즈 주문해줘	1
빨간색 치마 44사이즈 주문해줘	1
노란색 티셔츠 S사이즈 주문해줘	1
하이	0
명성화후 살해 사건은?	2
노란색 티셔츠 M사이즈 주문해줘	1
오랜만	0
헬로~	0
청교도들이 미국에 가려고 빚을 져서 빌린 것은?	2
잘 지냈니?	0
명나라 효종이 생모를 추존할때 붙였던 말은?	2
노란색 티셔츠 S사이즈 주문해줘	1
하이루	0
검은색 바지 31사이즈 주문해줘	1
리즈 위더스푼이 결혼생활 문제로 상담을 받은 사실이 알려진 것은 어느 해인가? 	2
헬로~	0
하이	0
하이	0
한 도의 도내 수령을 감독하는 권한을 가진 사람은?	2
교향곡 다장조를 작곡한 극음악의 거장으로 불리우는 작곡가의 이름은 무엇입니까?	2
빨간색 치마 55사이즈 주문해줘	1
러시아의 야욕에 강희제의 강경책으로 공격한 곳은?	2
간바루가가 짝사랑하는 학생의 이름은?	2
위더스푼이 처음으로 주연으로 출연한 영화는 무엇인가?	2
일본의 정치체제는 무엇인가?	2
검은색 바지 32사이즈 주문해줘	1
브라운 잠바 중간사이즈 주문해줘	1
반가워	0
하이루	0
검은색 바지 30사이즈 주문해줘	1
하이루	0
헬로~	0
안기부 내부 문건이 작성된 해는?	2
안녕?	0
해달의 젖에 풍부한 것은?	2
신비한 동물 사전은 총 몇부작으로 이루어 지는가?	2
목표설정을 통한 직무만족은 무엇으로 연결되나?	2
뉴질랜드에서 오스트레일리아까치는 언제까지 법으로 보호되었나?	2
도쿄대학에서 출판한 일본 육해군 종합사전에 소개된 박정희의 이름은?	2
이우의 장남 이청이 태어난 해는?	2
학대받는 노동자들의 반역이 증대하면 부르주아 계급은 무엇을 만들어 내는가?	2
하이	0
오랜만	0
윤원형이 대윤 일파를 제거하기 위해 일으킨 것은?	2
The Boys는 미래적인 사운드의 무슨 댄스곡인가?	2
브라운 잠바 중간사이즈 주문해줘	1
안녕하세요	0
삼엽충의 활발한 방산이 일어나는 시기이며 무관절류 완족동물 등이 폭발적으로 방산한 시기는?	2
헬로~	0
안중근의 어렸을 적 이름은 무엇인가요?	2
이이가 처음으로 직접 퇴계를 방문했을 때 나이는?	2
저기요	0
명예훼손 혐의로 기소된 피의자들에게 선고된 사회봉사 시간은?	2
하이	0
천공카드를 개발한 회사는?	2
프리드리히의 가정교사였던 에른스트 쿠르티우스의 직업은?	2
오랜만	0
브라운 점퍼 작은사이즈 주문해줘	1
하이	0
올림픽공원 체조경기장에서 공연 도중 발목 인대를 다치는 부상을 당한 카라의 멤버는?	2
오랜만이야	0
빨간색 치마 55사이즈 주문해줘	1
오랜만이야	0
노란색 티셔츠 S사이즈 주문해줘	1
스티븐슨과 존 토머스는 어디에서 밀수하여 빼돌린 금을 갖고 있다고 했나요?	2
빨간색 치마 66사이즈 주문해줘	1
검은색 바지 31사이즈 주문해줘	1
포이어바흐가 하이델베르크학교에 입학하면서 이루고자 했던 목적은?	2
이효리가 속했던 걸그룹은?	2
뭐하세요?	0
무용의 기법 중 적극적 에너지와 활력을 강조하는 디자인은?	2
반갑습니다.	0
나쁜 남자는 언제 개봉하였나? 	2
스티븐 핑커는 아이들이 알맞은 언어 규칙을 예외되는 단어까지 적용하려는 현상을 설명하기 위해 먼저 어떤 원리를 제시했나?	2
노란색 티셔츠 L사이즈 주문해줘	1
신 일베저장소가 만들어진 해는?	2
검은색 바지 30사이즈 주문해줘	1
노란색 티셔츠 S사이즈 주문해줘	1
노란색 티셔츠 M사이즈 주문해줘	1
저기요	0
여운형이 크레인의 연설을 들은 미국특사 방문 환영회는 상하이의 어디에서 개최되었는가?	2
검은색 바지 31사이즈 주문해줘	1
터브먼이 가족들의 보호를 위해 돌아간 곳은?	2
일베저장소의 유저들은 전두환 전 대통령을 무엇이라고 부르기도 하는가?	2
한국미술이 시작된 시대는?	2
뭐하세요?	0
반가워	0
검은색 바지 31사이즈 주문해줘	1
우리 은하 내 관측이 가능한 부분에 속해있지 않은 것은?	2
헬로~	0
르네에게 필즈상을 안겨준 이론은?	2
오랜만이야	0
풍도지역 해안선의 총 길이는?	2
타마르를 성인으로 시성한 종교는 무엇일까?	2
안녕?	0
노란색 티셔츠 L사이즈 주문해줘	1
한국 교육방송공사법에 따른 공영방송은?	2
검은색 바지 30사이즈 주문해줘	1
보수파 군대를 이끈 사람은 누구인가? 	2
삼우무역을 인수하였고 주식회사 세모를 설립한 기업인의 이름은?	2
노란색 티셔츠 L사이즈 주문해줘	1
잠시 시간 괜찮아?	0
오랜만이야	0
파란색 와이셔츠 M사이즈 주문해줘	1
성경에서 험한 암벽으로 둘러싸인 천연 요새지를 부르는 말은?	2
빨간색 치마 55사이즈 주문해줘	1
파란색 와이셔츠 M사이즈 주문해줘	1
신재영은 병역을 어디에서 수행하였는가?	2
물어볼께 있는데...	0
보헤미아에서 가톨릭군의 잔학행위가 이어지자 개신교 제후동맹에 지지를 표하고 같이 싸운 나라는?	2
잠시 시간 괜찮아?	0
강성훈의 출연금지 해제를 요청한 방송의 이름은?	2
뭐하세요?	0
파란색 와이셔츠 S사이즈 주문해줘	1
여덟번째 기우제를 시행하라는 명령이 내려진 날짜는?	2
일본이 안정적인 사회발전을 이룰 수 있도록 기초를 만든 당은?	2
반가워요	0
안창호가 서대문형무소에서 이감되어 간 곳의 이름은?	2
영화의 배경을 전체적으로 침체되고 음산한 느낌을 주기 위해 주로 사용된 색상은?	2
안녕하세요	0
물어볼께 있는데...	0
빨간색 치마 55사이즈 주문해줘	1
헬로~	0
파란색 와이셔츠 M사이즈 주문해줘	1
파란색 와이셔츠 L사이즈 주문해줘	1
